,probe_id,gene_id,is_multiple,accession,gene_name,symbol
15176,210956_at,5540,1,U42387,neuropeptide Y receptor Y4,NPY4R
15177,210956_at,100996758,1,U42387,neuropeptide Y receptor type 4-like,CH17-360D5.1
15178,210958_s_at,375449,0,BC003646,microtubule associated serine/threonine kinase family member 4,MAST4
15179,222348_at,375449,0,AW971134,microtubule associated serine/threonine kinase family member 4,MAST4
15180,40016_g_at,375449,0,AB002301,microtubule associated serine/threonine kinase family member 4,MAST4
15181,210960_at,146,0,M76446,adrenoceptor alpha 1D,ADRA1D
15182,210961_s_at,146,0,M76446,adrenoceptor alpha 1D,ADRA1D
15183,210963_s_at,8908,0,U94363,glycogenin 2,GYG2
15184,210964_s_at,8908,0,U94364,glycogenin 2,GYG2
15185,215695_s_at,8908,0,U94357,glycogenin 2,GYG2
15186,210966_x_at,23367,0,BC001460,La ribonucleoprotein domain family member 1,LARP1
15187,212137_at,23367,0,AV746402,La ribonucleoprotein domain family member 1,LARP1
15188,212193_s_at,23367,0,BE881529,La ribonucleoprotein domain family member 1,LARP1
15189,210968_s_at,57142,0,AF333336,reticulon 4,RTN4
15190,211509_s_at,57142,0,AB015639,reticulon 4,RTN4
15191,214629_x_at,57142,0,AF320999,reticulon 4,RTN4
15192,210969_at,5586,0,AF118089,protein kinase N2,PKN2
15193,212628_at,5586,0,BG292065,protein kinase N2,PKN2
15194,212629_s_at,5586,0,AI633689,protein kinase N2,PKN2
15195,210970_s_at,25998,0,AF235049,inhibitor of Bruton tyrosine kinase,IBTK
15196,215086_at,25998,0,AB037838,inhibitor of Bruton tyrosine kinase,IBTK
15197,210972_x_at,28517,1,M15565,T cell receptor delta variable 2,TRDV2
15198,215524_x_at,28517,1,AW966434,T cell receptor delta variable 2,TRDV2
15199,210972_x_at,28663,1,M15565,T cell receptor alpha variable 20,TRAV20
15200,215524_x_at,28663,1,AW966434,T cell receptor alpha variable 20,TRAV20
15201,210972_x_at,28738,1,M15565,T cell receptor alpha joining 17,TRAJ17
15202,215524_x_at,28738,1,AW966434,T cell receptor alpha joining 17,TRAJ17
15203,210976_s_at,5213,0,U24183,"phosphofructokinase, muscle",PFKM
15204,210977_s_at,3299,0,AB029348,heat shock transcription factor 4,HSF4
15205,210979_at,427,0,U47674,N-acylsphingosine amidohydrolase 1,ASAH1
15206,210980_s_at,427,0,U47674,N-acylsphingosine amidohydrolase 1,ASAH1
15207,213702_x_at,427,0,AI934569,N-acylsphingosine amidohydrolase 1,ASAH1
15208,213902_at,427,0,AI379338,N-acylsphingosine amidohydrolase 1,ASAH1
15209,210992_x_at,9103,0,U90939,Fc fragment of IgG receptor IIc (gene/pseudogene),FCGR2C
15210,211395_x_at,9103,0,U90940,Fc fragment of IgG receptor IIc (gene/pseudogene),FCGR2C
15211,211396_at,9103,0,U90941,Fc fragment of IgG receptor IIc (gene/pseudogene),FCGR2C
15212,211006_s_at,3745,0,L02840,potassium voltage-gated channel subfamily B member 1,KCNB1
15213,217637_at,3745,0,R25692,potassium voltage-gated channel subfamily B member 1,KCNB1
15214,211009_s_at,10778,0,AF159567,"zinc finger protein 271, pseudogene",ZNF271P
15215,211011_at,1310,0,D38163,collagen type XIX alpha 1 chain,COL19A1
15216,211020_at,2651,0,L19659,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",GCNT2
15217,211026_s_at,11343,0,BC006230,monoglyceride lipase,MGLL
15218,211031_s_at,7461,0,BC006259,CAP-Gly domain containing linker protein 2,CLIP2
15219,211034_s_at,283450,0,BC006270,HECT domain E3 ubiquitin protein ligase 4,HECTD4
15220,211038_s_at,84809,0,BC006312,"ciliary rootlet coiled-coil, rootletin pseudogene 2",CROCCP2
15221,211045_s_at,81033,0,BC006334,potassium voltage-gated channel subfamily H member 6,KCNH6
15222,211046_at,81033,0,BC006334,potassium voltage-gated channel subfamily H member 6,KCNH6
15223,221023_s_at,81033,0,NM_030779,potassium voltage-gated channel subfamily H member 6,KCNH6
15224,211050_x_at,100288069,1,BC006361,uncharacterized LOC100288069,LOC100288069
15225,211050_x_at,100134822,1,BC006361,uncharacterized LOC100134822,LOC100134822
15226,211050_x_at,100996442,1,BC006361,uncharacterized LOC100996442,LOC100996442
15227,211050_x_at,101928344,1,BC006361,uncharacterized LOC101928344,LOC101928344
15228,211050_x_at,101929540,1,BC006361,uncharacterized LOC101929540,LOC101929540
15229,211053_at,3755,0,BC006367,potassium voltage-gated channel modifier subfamily G member 1,KCNG1
15230,214595_at,3755,0,AI332979,potassium voltage-gated channel modifier subfamily G member 1,KCNG1
15231,211062_s_at,8532,1,BC006393,carboxypeptidase Z,CPZ
15232,211062_s_at,27201,1,BC006393,G protein-coupled receptor 78,GPR78
15233,211064_at,284443,0,BC006408,zinc finger protein 493,ZNF493
15234,211068_x_at,253725,0,BC006456,family with sequence similarity 21 member C,FAM21C
15235,212370_x_at,253725,1,AL080183,family with sequence similarity 21 member C,FAM21C
15236,212929_s_at,253725,1,W68158,family with sequence similarity 21 member C,FAM21C
15237,214946_x_at,253725,1,AV728658,family with sequence similarity 21 member C,FAM21C
15238,211071_s_at,10962,0,BC006471,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11",MLLT11
15239,211075_s_at,961,0,Z25521,CD47 molecule,CD47
15240,213055_at,961,0,BF693956,CD47 molecule,CD47
15241,213856_at,961,0,BG230614,CD47 molecule,CD47
15242,213857_s_at,961,0,BG230614,CD47 molecule,CD47
15243,211084_x_at,23683,0,Z25429,protein kinase D3,PRKD3
15244,218236_s_at,23683,0,NM_005813,protein kinase D3,PRKD3
15245,211086_x_at,4750,0,Z25431,NIMA related kinase 1,NEK1
15246,213328_at,4750,0,AI936517,NIMA related kinase 1,NEK1
15247,213331_s_at,4750,0,AV700007,NIMA related kinase 1,NEK1
15248,216213_at,4750,0,AF155113,NIMA related kinase 1,NEK1
15249,211089_s_at,4752,0,Z25434,NIMA related kinase 3,NEK3
15250,213116_at,4752,0,AI191920,NIMA related kinase 3,NEK3
15251,211093_at,5146,0,U31973,phosphodiesterase 6C,PDE6C
15252,211107_s_at,6795,0,AB017332,aurora kinase C,AURKC
15253,211110_s_at,367,0,AF162704,androgen receptor,AR
15254,211621_at,367,0,M73069,androgen receptor,AR
15255,211111_at,100128124,0,AB016902,uncharacterized LOC100128124,HGC6.3
15256,211121_s_at,1796,0,AF180527,docking protein 1,DOK1
15257,216835_s_at,1796,0,AF035299,docking protein 1,DOK1
15258,211123_at,6528,0,D87920,solute carrier family 5 member 5,SLC5A5
15259,211145_x_at,3452,0,M12350,interferon alpha 21,IFNA21
15260,211146_at,3514,0,U96291,immunoglobulin kappa constant,IGKC
15261,211643_x_at,3514,1,L14457,immunoglobulin kappa constant,IGKC
15262,211644_x_at,3514,1,L14458,immunoglobulin kappa constant,IGKC
15263,211835_at,3514,0,AJ225093,immunoglobulin kappa constant,IGKC
15264,214669_x_at,3514,0,BG485135,immunoglobulin kappa constant,IGKC
15265,214768_x_at,3514,0,BG540628,immunoglobulin kappa constant,IGKC
15266,214777_at,3514,0,BG482805,immunoglobulin kappa constant,IGKC
15267,214836_x_at,3514,1,BG536224,immunoglobulin kappa constant,IGKC
15268,215176_x_at,3514,1,AW404894,immunoglobulin kappa constant,IGKC
15269,215217_at,3514,0,AA476303,immunoglobulin kappa constant,IGKC
15270,216207_x_at,3514,1,AW408194,immunoglobulin kappa constant,IGKC
15271,216517_at,3514,0,Z00008,immunoglobulin kappa constant,IGKC
15272,216576_x_at,3514,1,AF103529,immunoglobulin kappa constant,IGKC
15273,216829_at,3514,1,X72475,immunoglobulin kappa constant,IGKC
15274,217145_at,3514,1,AF103574,immunoglobulin kappa constant,IGKC
15275,217157_x_at,3514,1,AF103530,immunoglobulin kappa constant,IGKC
15276,221651_x_at,3514,1,BC005332,immunoglobulin kappa constant,IGKC
15277,221671_x_at,3514,1,M63438,immunoglobulin kappa constant,IGKC
15278,211150_s_at,1737,0,J03866,dihydrolipoamide S-acetyltransferase,DLAT
15279,212568_s_at,1737,0,BF978872,dihydrolipoamide S-acetyltransferase,DLAT
15280,213149_at,1737,0,AW299740,dihydrolipoamide S-acetyltransferase,DLAT
15281,211154_at,7066,0,D32047,thrombopoietin,THPO
15282,211155_s_at,7066,0,D32047,thrombopoietin,THPO
15283,211831_s_at,7066,0,U59495,thrombopoietin,THPO
15284,211166_at,285596,0,AF155097,family with sequence similarity 153 member A,FAM153A
15285,214945_at,285596,1,AW514267,family with sequence similarity 153 member A,FAM153A
15286,215133_s_at,285596,1,AL117630,family with sequence similarity 153 member A,FAM153A
15287,211167_s_at,2645,0,M69051,glucokinase,GCK
15288,211173_at,886,0,D85606,cholecystokinin A receptor,CCKAR
15289,211174_s_at,886,0,L13605,cholecystokinin A receptor,CCKAR
15290,211175_at,11250,0,U92642,G protein-coupled receptor 45,GPR45
15291,211178_s_at,9051,0,AF038602,proline-serine-threonine phosphatase interacting protein 1,PSTPIP1
15292,211197_s_at,23308,0,AL355690,inducible T-cell costimulator ligand,ICOSLG
15293,211198_s_at,23308,0,AF289028,inducible T-cell costimulator ligand,ICOSLG
15294,211199_s_at,23308,0,AF199028,inducible T-cell costimulator ligand,ICOSLG
15295,213450_s_at,23308,0,AI659611,inducible T-cell costimulator ligand,ICOSLG
15296,211201_at,2492,0,M95489,follicle stimulating hormone receptor,FSHR
15297,211203_s_at,1272,0,U07820,contactin 1,CNTN1
15298,211207_s_at,23305,0,AF129166,acyl-CoA synthetase long-chain family member 6,ACSL6
15299,213683_at,23305,0,AV727634,acyl-CoA synthetase long-chain family member 6,ACSL6
15300,216409_at,23305,0,AL390168,acyl-CoA synthetase long-chain family member 6,ACSL6
15301,211221_at,10474,0,AL117487,transcriptional adaptor 3,TADA3
15302,215273_s_at,10474,0,AK024982,transcriptional adaptor 3,TADA3
15303,211222_s_at,9001,0,AF040723,huntingtin associated protein 1,HAP1
15304,211604_x_at,9001,0,U38371,huntingtin associated protein 1,HAP1
15305,211223_at,5626,0,AF076215,PROP paired-like homeobox 1,PROP1
15306,211225_at,2527,0,U27329,fucosyltransferase 5,FUT5
15307,211226_at,8811,0,AF080586,galanin receptor 2,GALR2
15308,211238_at,8756,0,AF215824,ADAM metallopeptidase domain 7,ADAM7
15309,211239_s_at,8756,0,AF215824,ADAM metallopeptidase domain 7,ADAM7
15310,211241_at,305,0,M62895,annexin A2 pseudogene 3,ANXA2P3
15311,211248_s_at,8646,0,AF283325,chordin,CHRD
15312,221674_s_at,8646,0,AF209929,chordin,CHRD
15313,211249_at,8111,0,U35398,G protein-coupled receptor 68,GPR68
15314,211252_x_at,171558,0,U36759,pre T-cell antigen receptor alpha,PTCRA
15315,211837_s_at,171558,0,AF165312,pre T-cell antigen receptor alpha,PTCRA
15316,215492_x_at,171558,0,AL035587,pre T-cell antigen receptor alpha,PTCRA
15317,211257_x_at,27332,0,AF273049,zinc finger protein 638,ZNF638
15318,213775_x_at,27332,1,AI357871,zinc finger protein 638,ZNF638
15319,211267_at,8820,0,U82811,HESX homeobox 1,HESX1
15320,211276_at,140597,0,AF063606,transcription elongation factor A like 2,TCEAL2
15321,211285_s_at,7337,0,U84404,ubiquitin protein ligase E3A,UBE3A
15322,211575_s_at,7337,0,AF116702,ubiquitin protein ligase E3A,UBE3A
15323,212278_x_at,7337,0,BF588511,ubiquitin protein ligase E3A,UBE3A
15324,213128_s_at,7337,0,AA527499,ubiquitin protein ligase E3A,UBE3A
15325,213291_s_at,7337,0,AA160522,ubiquitin protein ligase E3A,UBE3A
15326,214980_at,7337,0,AF037219,ubiquitin protein ligase E3A,UBE3A
15327,211297_s_at,1022,0,L20320,cyclin dependent kinase 7,CDK7
15328,211298_s_at,213,0,AF116645,albumin,ALB
15329,214837_at,213,0,M12523,albumin,ALB
15330,214842_s_at,213,0,M12523,albumin,ALB
15331,211301_at,3752,0,AF120491,potassium voltage-gated channel subfamily D member 3,KCND3
15332,211827_s_at,3752,0,AF187964,potassium voltage-gated channel subfamily D member 3,KCND3
15333,213832_at,3752,0,AA530995,potassium voltage-gated channel subfamily D member 3,KCND3
15334,215014_at,3752,0,AL512727,potassium voltage-gated channel subfamily D member 3,KCND3
15335,211320_s_at,10076,0,U71075,"protein tyrosine phosphatase, receptor type U",PTPRU
15336,211325_x_at,171220,0,U72518,"destrin, actin depolymerizing factor pseudogene 2",DSTNP2
15337,217609_at,171220,1,BG420747,"destrin, actin depolymerizing factor pseudogene 2",DSTNP2
15338,211337_s_at,27229,0,BC000966,tubulin gamma complex associated protein 4,TUBGCP4
15339,211338_at,3440,0,M54886,interferon alpha 2,IFNA2
15340,211339_s_at,3702,0,D13720,IL2 inducible T-cell kinase,ITK
15341,211353_at,26103,0,AB031547,"leucine rich repeat, Ig-like and transmembrane domains 1",LRIT1
15342,211361_s_at,5275,0,AJ001696,serpin family B member 13,SERPINB13
15343,211362_s_at,5275,0,AF169949,serpin family B member 13,SERPINB13
15344,215817_at,5275,0,BE148534,serpin family B member 13,SERPINB13
15345,216257_at,5275,0,BE148534,serpin family B member 13,SERPINB13
15346,216258_s_at,5275,0,BE148534,serpin family B member 13,SERPINB13
15347,217272_s_at,5275,0,AJ001698,serpin family B member 13,SERPINB13
15348,211376_s_at,54780,0,BC005212,"NSE4 homolog A, SMC5-SMC6 complex component",NSMCE4A
15349,219067_s_at,54780,0,NM_017615,"NSE4 homolog A, SMC5-SMC6 complex component",NSMCE4A
15350,211379_x_at,8706,0,AB050855,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",B3GALNT1
15351,211812_s_at,8706,0,AB050856,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",B3GALNT1
15352,211383_s_at,22884,0,AL136827,WD repeat domain 37,WDR37
15353,211389_x_at,3813,0,U73396,"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1",KIR3DS1
15354,211390_at,90634,0,AF113009,NEDD4 binding protein 2 like 1,N4BP2L1
15355,213375_s_at,90634,0,N80918,NEDD4 binding protein 2 like 1,N4BP2L1
15356,214886_s_at,90634,0,AL049786,NEDD4 binding protein 2 like 1,N4BP2L1
15357,214887_at,90634,0,AL049786,NEDD4 binding protein 2 like 1,N4BP2L1
15358,214906_x_at,90634,0,AL049786,NEDD4 binding protein 2 like 1,N4BP2L1
15359,217197_x_at,90634,0,AL049785,NEDD4 binding protein 2 like 1,N4BP2L1
15360,211397_x_at,3803,0,L76669,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2",KIR2DL2
15361,217318_x_at,3803,1,AJ000190,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2",KIR2DL2
15362,211405_x_at,3451,0,M38289,interferon alpha 17,IFNA17
15363,211406_at,51124,0,AF119875,immediate early response 3 interacting protein 1,IER3IP1
15364,211410_x_at,57292,0,AF217487,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A",KIR2DL5A
15365,211412_at,23569,0,AF229067,peptidyl arginine deiminase 4,PADI4
15366,211413_s_at,23569,0,AF229067,peptidyl arginine deiminase 4,PADI4
15367,220001_at,23569,0,NM_012387,peptidyl arginine deiminase 4,PADI4
15368,211422_at,80036,0,AL136545,transient receptor potential cation channel subfamily M member 3,TRPM3
15369,216452_at,80036,0,AB046836,transient receptor potential cation channel subfamily M member 3,TRPM3
15370,216489_at,80036,1,AB046836,transient receptor potential cation channel subfamily M member 3,TRPM3
15371,220463_at,80036,0,NM_024971,transient receptor potential cation channel subfamily M member 3,TRPM3
15372,211423_s_at,6309,0,D85181,sterol-C5-desaturase,SC5D
15373,215064_at,6309,0,AK027246,sterol-C5-desaturase,SC5D
15374,211430_s_at,3502,1,M87789,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15375,211635_x_at,3502,1,M24670,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15376,211637_x_at,3502,1,L23516,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15377,211638_at,3502,1,L23517,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15378,211639_x_at,3502,1,L23518,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15379,211641_x_at,3502,1,L06101,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15380,211646_at,3502,1,L14453,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15381,211650_x_at,3502,1,L34164,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15382,211868_x_at,3502,1,AJ225092,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15383,214916_x_at,3502,1,BG340548,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15384,216557_x_at,3502,1,U92706,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15385,216558_x_at,3502,1,AF044595,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15386,217236_x_at,3502,1,S74639,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15387,217281_x_at,3502,1,AJ239383,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15388,217360_x_at,3502,1,AJ275408,immunoglobulin heavy constant gamma 3 (G3m marker),IGHG3
15389,211430_s_at,3500,1,M87789,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15390,211632_at,3500,1,L34163,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15391,211633_x_at,3500,0,M24668,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15392,211635_x_at,3500,1,M24670,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15393,211636_at,3500,1,L23515,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15394,211637_x_at,3500,1,L23516,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15395,211638_at,3500,1,L23517,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15396,211639_x_at,3500,1,L23518,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15397,211640_x_at,3500,1,L23519,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15398,211641_x_at,3500,1,L06101,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15399,211646_at,3500,1,L14453,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15400,211647_x_at,3500,1,L14454,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15401,211648_at,3500,1,L14455,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15402,211649_x_at,3500,1,L14456,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15403,211650_x_at,3500,1,L34164,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15404,211868_x_at,3500,1,AJ225092,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15405,213674_x_at,3500,1,AI858004,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15406,214916_x_at,3500,1,BG340548,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15407,215721_at,3500,0,X58397,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15408,216510_x_at,3500,1,AB035175,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15409,216541_x_at,3500,1,AJ275397,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15410,216542_x_at,3500,1,AJ275355,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15411,216557_x_at,3500,1,U92706,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15412,216558_x_at,3500,1,AF044595,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15413,216706_x_at,3500,1,M21388,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15414,216892_at,3500,0,S65761,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15415,217084_at,3500,1,AF015124,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15416,217169_at,3500,1,M31949,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15417,217198_x_at,3500,1,U80164,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15418,217217_at,3500,1,X95660,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15419,217222_at,3500,0,S74639,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15420,217236_x_at,3500,1,S74639,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15421,217281_x_at,3500,1,AJ239383,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15422,217360_x_at,3500,1,AJ275408,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15423,217369_at,3500,0,AJ275383,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15424,222285_at,3500,1,AW134608,immunoglobulin heavy constant gamma 1 (G1m marker),IGHG1
15425,211430_s_at,3501,1,M87789,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
15426,211646_at,3501,1,L14453,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
15427,211868_x_at,3501,1,AJ225092,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
15428,216558_x_at,3501,1,AF044595,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
15429,217281_x_at,3501,1,AJ239383,immunoglobulin heavy constant gamma 2 (G2m marker),IGHG2
15430,211430_s_at,28396,1,M87789,immunoglobulin heavy variable 4-31,IGHV4-31
15431,211635_x_at,28396,1,M24670,immunoglobulin heavy variable 4-31,IGHV4-31
15432,211636_at,28396,1,L23515,immunoglobulin heavy variable 4-31,IGHV4-31
15433,211637_x_at,28396,1,L23516,immunoglobulin heavy variable 4-31,IGHV4-31
15434,211638_at,28396,1,L23517,immunoglobulin heavy variable 4-31,IGHV4-31
15435,211639_x_at,28396,1,L23518,immunoglobulin heavy variable 4-31,IGHV4-31
15436,211641_x_at,28396,1,L06101,immunoglobulin heavy variable 4-31,IGHV4-31
15437,211650_x_at,28396,1,L34164,immunoglobulin heavy variable 4-31,IGHV4-31
15438,211868_x_at,28396,1,AJ225092,immunoglobulin heavy variable 4-31,IGHV4-31
15439,214916_x_at,28396,1,BG340548,immunoglobulin heavy variable 4-31,IGHV4-31
15440,216510_x_at,28396,1,AB035175,immunoglobulin heavy variable 4-31,IGHV4-31
15441,216557_x_at,28396,1,U92706,immunoglobulin heavy variable 4-31,IGHV4-31
15442,216558_x_at,28396,1,AF044595,immunoglobulin heavy variable 4-31,IGHV4-31
15443,217084_at,28396,1,AF015124,immunoglobulin heavy variable 4-31,IGHV4-31
15444,217217_at,28396,1,X95660,immunoglobulin heavy variable 4-31,IGHV4-31
15445,217236_x_at,28396,1,S74639,immunoglobulin heavy variable 4-31,IGHV4-31
15446,217281_x_at,28396,1,AJ239383,immunoglobulin heavy variable 4-31,IGHV4-31
15447,217360_x_at,28396,1,AJ275408,immunoglobulin heavy variable 4-31,IGHV4-31
15448,211430_s_at,102465871,1,M87789,microRNA 8071-1,MIR8071-1
15449,211430_s_at,102466889,1,M87789,microRNA 8071-2,MIR8071-2
15450,211431_s_at,7301,0,D50479,TYRO3 protein tyrosine kinase,TYRO3
15451,211432_s_at,7301,0,U05682,TYRO3 protein tyrosine kinase,TYRO3
15452,211434_s_at,9034,0,AF015524,C-C motif chemokine receptor like 2,CCRL2
15453,211438_at,7201,0,D16845,thyrotropin releasing hormone receptor,TRHR
15454,211445_x_at,83955,0,AF315951,nascent polypeptide associated complex alpha subunit pseudogene 1,NACAP1
15455,211446_at,353299,0,AL136902,regulator of G-protein signaling like 1,RGSL1
15456,211456_x_at,645745,0,AF333388,metallothionein 1H-like 1,MT1HL1
15457,211457_at,23766,0,AF180519,GABA type A receptor associated protein like 3 pseudogene,GABARAPL3
15458,211458_s_at,23766,1,AF180519,GABA type A receptor associated protein like 3 pseudogene,GABARAPL3
15459,211460_at,425057,1,AF332238,"testis-specific transcript, Y-linked 9B (non-protein coding)",TTTY9B
15460,211460_at,83864,1,AF332238,"testis-specific transcript, Y-linked 9A (non-protein coding)",TTTY9A
15461,211461_at,114758,0,AF332228,"chondroitin sulfate proteoglycan 4 pseudogene 1, Y-linked",CSPG4P1Y
15462,211462_s_at,90665,0,AF332222,"transducin beta like 1, Y-linked",TBL1Y
15463,211463_at,84107,0,AF332509,Zic family member 4,ZIC4
15464,211471_s_at,9609,0,AF133588,"RAB36, member RAS oncogene family",RAB36
15465,211474_s_at,5269,0,BC004948,serpin family B member 6,SERPINB6
15466,211484_s_at,1826,0,AF023450,DS cell adhesion molecule,DSCAM
15467,211489_at,148,0,D32201,adrenoceptor alpha 1A,ADRA1A
15468,211490_at,148,0,AF013261,adrenoceptor alpha 1A,ADRA1A
15469,211491_at,148,0,D32202,adrenoceptor alpha 1A,ADRA1A
15470,211492_s_at,148,0,U02569,adrenoceptor alpha 1A,ADRA1A
15471,211496_s_at,5132,0,M33478,phosducin,PDC
15472,211514_at,25778,0,AF068286,dual serine/threonine and tyrosine protein kinase,DSTYK
15473,211515_s_at,25778,0,AF068286,dual serine/threonine and tyrosine protein kinase,DSTYK
15474,214663_at,25778,0,AB007941,dual serine/threonine and tyrosine protein kinase,DSTYK
15475,211518_s_at,652,0,D30751,bone morphogenetic protein 4,BMP4
15476,211521_s_at,27128,0,AF125349,cytohesin 4,CYTH4
15477,219183_s_at,27128,0,NM_013385,cytohesin 4,CYTH4
15478,211522_s_at,2798,0,L03380,gonadotropin releasing hormone receptor,GNRHR
15479,211523_at,2798,0,L07949,gonadotropin releasing hormone receptor,GNRHR
15480,216341_s_at,2798,0,Z81148,gonadotropin releasing hormone receptor,GNRHR
15481,211532_x_at,100132285,0,L76668,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2",KIR2DS2
15482,217318_x_at,100132285,1,AJ000190,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2",KIR2DS2
15483,211538_s_at,3306,0,U56725,heat shock protein family A (Hsp70) member 2,HSPA2
15484,211560_s_at,212,0,AF130113,5'-aminolevulinate synthase 2,ALAS2
15485,211564_s_at,8572,0,BC003096,PDZ and LIM domain 4,PDLIM4
15486,214174_s_at,8572,0,BE043700,PDZ and LIM domain 4,PDLIM4
15487,214175_x_at,8572,0,AI254547,PDZ and LIM domain 4,PDLIM4
15488,218690_at,8572,0,NM_003687,PDZ and LIM domain 4,PDLIM4
15489,218691_s_at,8572,0,AF153882,PDZ and LIM domain 4,PDLIM4
15490,211570_s_at,5913,0,BC004196,receptor associated protein of the synapse,RAPSN
15491,211593_s_at,23139,0,AB047005,microtubule associated serine/threonine kinase 2,MAST2
15492,215660_s_at,23139,0,AK025352,microtubule associated serine/threonine kinase 2,MAST2
15493,215661_at,23139,0,AK025352,microtubule associated serine/threonine kinase 2,MAST2
15494,215903_s_at,23139,0,BE786598,microtubule associated serine/threonine kinase 2,MAST2
15495,211595_s_at,64963,0,AB049944,mitochondrial ribosomal protein S11,MRPS11
15496,215919_s_at,64963,0,BC000200,mitochondrial ribosomal protein S11,MRPS11
15497,211596_s_at,26018,0,AB050468,leucine rich repeats and immunoglobulin like domains 1,LRIG1
15498,211597_s_at,84525,0,AB059408,HOP homeobox,HOPX
15499,211601_at,856,0,U25433,CATR tumorigenicity conversion 1,CATR1
15500,211603_s_at,2118,0,U35622,ETS variant 4,ETV4
15501,211614_at,51581,0,U88898,endogenous retrovirus group H member 6,ERVH-6
15502,211615_s_at,10128,0,M92439,leucine rich pentatricopeptide repeat containing,LRPPRC
15503,211971_s_at,10128,0,AI653608,leucine rich pentatricopeptide repeat containing,LRPPRC
15504,211617_at,228,0,M21191,"aldolase, fructose-bisphosphate A pseudogene 2",ALDOAP2
15505,211623_s_at,2091,0,M30448,fibrillarin,FBL
15506,211625_s_at,1814,0,L20469,dopamine receptor D3,DRD3
15507,214559_at,1814,0,NM_000796,dopamine receptor D3,DRD3
